#,year,month,day,total_confirmed_cases,domestic_confirmed_cases,imported_confirmed_cases,death_cases
1,2020,01,20,1,0,1,0
2,2020,01,21,0,0,0,0
3,2020,01,22,0,0,0,0
4,2020,01,23,0,0,0,0
5,2020,01,24,1,0,1,0
6,2020,01,25,0,0,0,0
7,2020,01,26,1,0,1,0
8,2020,01,27,1,0,1,0
9,2020,01,28,0,0,0,0
10,2020,01,29,0,0,0,0
11,2020,01,30,3,1,2,0
12,2020,01,31,4,3,1,0
13,2020,02,01,1,0,1,0
14,2020,02,02,3,1,2,0
15,2020,02,03,0,0,0,0
16,2020,02,04,1,0,1,0
17,2020,02,05,5,3,2,0
18,2020,02,06,3,1,2,0
19,2020,02,07,0,0,0,0
20,2020,02,08,0,0,0,0
21,2020,02,09,3,1,2,0
22,2020,02,10,1,1,0,0
23,2020,02,11,0,0,0,0
24,2020,02,12,0,0,0,0
25,2020,02,13,0,0,0,0
26,2020,02,14,0,0,0,0
27,2020,02,15,0,0,0,0
28,2020,02,16,2,2,0,0
29,2020,02,17,0,0,0,0
30,2020,02,18,2,2,0,0
31,2020,02,19,34,34,0,0
32,2020,02,20,16,16,0,1
33,2020,02,21,74,74,0,0
34,2020,02,22,190,190,0,2
35,2020,02,23,210,209,1,0
36,2020,02,24,207,206,1,4
37,2020,02,25,130,129,1,1
38,2020,02,26,253,252,1,2
39,2020,02,27,449,447,2,1
40,2020,02,28,427,427,0,1
41,2020,02,29,909,909,0,3
42,2020,03,01,595,593,2,1
43,2020,03,02,686,684,2,6
44,2020,03,03,600,599,1,5
45,2020,03,04,516,516,0,4
46,2020,03,05,438,437,1,3
47,2020,03,06,518,518,0,7
48,2020,03,07,483,483,0,2
49,2020,03,08,367,366,1,6
50,2020,03,09,248,247,1,1
51,2020,03,10,131,131,0,3
52,2020,03,11,242,239,3,6
53,2020,03,12,114,112,2,6
54,2020,03,13,110,107,3,1
55,2020,03,14,107,102,5,5
56,2020,03,15,76,72,4,3
57,2020,03,16,74,70,4,0
58,2020,03,17,84,79,5,6
59,2020,03,18,93,80,13,3
60,2020,03,19,152,135,17,7
61,2020,03,20,87,73,14,3
62,2020,03,21,147,126,21,8
63,2020,03,22,98,77,21,2
64,2020,03,23,64,46,18,7
65,2020,03,24,76,46,30,9
66,2020,03,25,100,42,58,6
67,2020,03,26,104,56,48,5
68,2020,03,27,91,57,34,8
69,2020,03,28,146,90,56,5
70,2020,03,29,105,38,67,8
71,2020,03,30,78,35,43,6
72,2020,03,31,125,88,37,4
73,2020,04,01,101,56,45,3
74,2020,04,02,89,43,46,4
75,2020,04,03,86,37,49,5
76,2020,04,04,94,53,41,3
77,2020,04,05,81,31,50,6
78,2020,04,06,47,25,22,2
79,2020,04,07,47,23,24,6
80,2020,04,08,53,23,30,7
81,2020,04,09,39,13,26,4
82,2020,04,10,27,17,10,4
83,2020,04,11,30,16,14,3
84,2020,04,12,32,9,23,3
85,2020,04,13,25,10,15,3
86,2020,04,14,27,11,16,5
87,2020,04,15,27,13,14,3
88,2020,04,16,22,11,11,4
89,2020,04,17,22,7,15,1
90,2020,04,18,18,9,9,2
91,2020,04,19,8,2,6,2
92,2020,04,20,13,6,7,2
93,2020,04,21,9,4,5,1
94,2020,04,22,11,5,6,1
95,2020,04,23,8,4,4,2
96,2020,04,24,6,4,2,0
97,2020,04,25,10,5,5,0
98,2020,04,26,10,1,9,2
99,2020,04,27,10,3,7,1
100,2020,04,28,14,2,12,1
101,2020,04,29,9,4,5,2
102,2020,04,30,4,0,4,1
103,2020,05,01,9,1,8,1
104,2020,05,02,6,0,6,2
105,2020,05,03,13,3,10,0
106,2020,05,04,8,0,8,2
107,2020,05,05,3,0,3,2
108,2020,05,06,2,0,2,1
109,2020,05,07,4,1,3,1
110,2020,05,08,12,1,11,0
111,2020,05,09,18,17,1,0
112,2020,05,10,34,26,8,0
113,2020,05,11,35,29,6,0
114,2020,05,12,27,22,5,2
115,2020,05,13,26,22,4,1
116,2020,05,14,29,26,3,1
117,2020,05,15,27,22,5,0
118,2020,05,16,19,9,10,2
119,2020,05,17,13,6,7,0
120,2020,05,18,15,5,10,1
121,2020,05,19,13,9,4,0
122,2020,05,20,32,24,8,0
123,2020,05,21,12,10,2,1
124,2020,05,22,20,11,9,0
125,2020,05,23,23,19,4,2
126,2020,05,24,25,17,8,0
127,2020,05,25,16,13,3,1
128,2020,05,26,19,16,3,2
129,2020,05,27,40,37,3,0
130,2020,05,28,79,68,11,0
131,2020,05,29,58,55,3,0
132,2020,05,30,39,27,12,0
133,2020,05,31,27,15,12,1
134,2020,06,01,35,30,5,1
135,2020,06,02,38,36,2,1
136,2020,06,03,49,46,3,1
137,2020,06,04,39,33,6,0
138,2020,06,05,39,34,5,0
139,2020,06,06,51,43,8,0
140,2020,06,07,57,53,4,0
141,2020,06,08,37,32,5,0
142,2020,06,09,38,35,3,1
143,2020,06,10,50,43,7,2
144,2020,06,11,45,40,5,0
145,2020,06,12,56,43,13,1
146,2020,06,13,48,43,5,0
147,2020,06,14,34,31,3,0
148,2020,06,15,37,24,13,0
149,2020,06,16,34,21,13,1
150,2020,06,17,43,31,12,1
151,2020,06,18,59,51,8,1
152,2020,06,19,49,32,17,0
153,2020,06,20,67,36,31,0
154,2020,06,21,48,40,8,0
155,2020,06,22,17,11,6,0
156,2020,06,23,46,16,30,1
157,2020,06,24,51,30,21,0
158,2020,06,25,28,23,5,1
159,2020,06,26,39,26,13,0
160,2020,06,27,51,31,20,0
161,2020,06,28,62,40,22,0
162,2020,06,29,42,30,12,0
163,2020,06,30,42,22,20,0
164,2020,07,01,51,36,15,0
165,2020,07,02,54,44,10,0
166,2020,07,03,61,49,12,0
167,2020,07,04,63,36,27,1
168,2020,07,05,61,43,18,0
169,2020,07,06,48,24,24,1
170,2020,07,07,44,20,24,1
171,2020,07,08,62,30,32,0
172,2020,07,09,50,28,22,2
173,2020,07,10,45,23,22,1
174,2020,07,11,35,20,15,0
175,2020,07,12,44,21,23,1
176,2020,07,13,62,19,43,0
177,2020,07,14,33,14,19,0
178,2020,07,15,39,11,28,0
179,2020,07,16,61,14,47,1
180,2020,07,17,60,21,39,2
181,2020,07,18,39,11,28,1
182,2020,07,19,34,21,13,1
183,2020,07,20,26,4,22,1
184,2020,07,21,45,20,25,0
185,2020,07,22,63,29,34,1
186,2020,07,23,59,39,20,0
187,2020,07,24,41,28,13,1
188,2020,07,25,113,27,86,0
189,2020,07,26,58,12,46,0
190,2020,07,27,25,9,16,1
191,2020,07,28,28,5,23,1
192,2020,07,29,48,14,34,0
193,2020,07,30,18,7,11,0
194,2020,07,31,36,14,22,1
195,2020,08,01,31,8,23,0
196,2020,08,02,30,8,22,0
197,2020,08,03,23,3,20,0
198,2020,08,04,34,13,21,0
199,2020,08,05,33,13,20,1
200,2020,08,06,43,23,20,0
201,2020,08,07,20,9,11,1
202,2020,08,08,43,30,13,1
203,2020,08,09,36,30,6,1
204,2020,08,10,28,17,11,0
205,2020,08,11,34,23,11,0
206,2020,08,12,54,35,19,0
207,2020,08,13,56,47,9,0
208,2020,08,14,103,85,18,0
209,2020,08,15,166,154,12,0
210,2020,08,16,279,267,12,0
211,2020,08,17,197,188,9,0
212,2020,08,18,246,235,11,1
213,2020,08,19,297,283,14,0
214,2020,08,20,288,276,12,1
215,2020,08,21,324,315,9,2
216,2020,08,22,332,315,17,0
217,2020,08,23,396,386,10,0
218,2020,08,24,266,258,8,0
219,2020,08,25,280,264,16,1
220,2020,08,26,320,307,13,2
221,2020,08,27,441,434,7,1
222,2020,08,28,371,359,12,3
223,2020,08,29,323,308,15,5
224,2020,08,30,299,283,16,2
225,2020,08,31,248,238,10,1
226,2020,09,01,235,221,14,0
227,2020,09,02,267,253,14,2
228,2020,09,03,195,188,7,3
229,2020,09,04,198,188,10,2
230,2020,09,05,168,158,10,2
231,2020,09,06,167,152,15,1
232,2020,09,07,119,107,12,2
233,2020,09,08,136,120,16,5
234,2020,09,09,156,144,12,3
235,2020,09,10,155,140,15,2
236,2020,09,11,176,161,15,4
237,2020,09,12,136,118,18,5
238,2020,09,13,121,99,22,3
239,2020,09,14,109,98,11,5
240,2020,09,15,106,90,16,3
241,2020,09,16,113,105,8,0
242,2020,09,17,153,145,8,5
243,2020,09,18,126,109,17,5
244,2020,09,19,110,106,4,1
245,2020,09,20,82,72,10,5
246,2020,09,21,70,55,15,2
247,2020,09,22,61,50,11,3
248,2020,09,23,110,99,11,0
249,2020,09,24,125,109,16,5
250,2020,09,25,114,95,19,2
251,2020,09,26,61,49,12,4
252,2020,09,27,95,73,22,2
253,2020,09,28,50,40,10,5
254,2020,09,29,38,23,15,1
255,2020,09,30,113,94,19,6
256,2020,10,01,77,67,10,2
257,2020,10,02,63,53,10,1
258,2020,10,03,75,52,23,4
259,2020,10,04,64,47,17,1
260,2020,10,05,73,64,9,1
261,2020,10,06,75,66,9,0
262,2020,10,07,114,94,20,3
263,2020,10,08,69,60,9,2
264,2020,10,09,54,38,16,1
265,2020,10,10,72,61,11,2
266,2020,10,11,58,46,12,2
267,2020,10,12,98,69,29,1
268,2020,10,13,91,69,22,1
269,2020,10,14,84,53,31,4
270,2020,10,15,110,95,15,1
271,2020,10,16,47,41,6,2
272,2020,10,17,73,62,11,2
273,2020,10,18,91,71,20,1
274,2020,10,19,76,50,26,0
275,2020,10,20,58,41,17,3
276,2020,10,21,89,57,32,3
277,2020,10,22,121,104,17,3
278,2020,10,23,155,138,17,2
279,2020,10,24,77,66,11,2
280,2020,10,25,61,50,11,0
281,2020,10,26,119,94,25,0
282,2020,10,27,88,72,16,3
283,2020,10,28,103,96,7,1
284,2020,10,29,125,107,18,1
285,2020,10,30,113,93,20,1
286,2020,10,31,127,96,31,1
287,2020,11,01,124,101,23,2
288,2020,11,02,97,79,18,2
289,2020,11,03,75,46,29,4
290,2020,11,04,117,98,19,2
291,2020,11,05,125,108,17,1
292,2020,11,06,145,117,28,1
293,2020,11,07,89,72,17,1
294,2020,11,08,143,118,25,1
295,2020,11,09,126,99,27,2
296,2020,11,10,100,71,29,4
297,2020,11,11,145,113,32,2
298,2020,11,12,143,128,15,0
299,2020,11,13,191,162,29,1
300,2020,11,14,205,166,39,4
301,2020,11,15,208,176,32,1
302,2020,11,16,222,192,30,1
303,2020,11,17,230,202,28,0
304,2020,11,18,285,245,40,2
305,2020,11,19,325,293,32,2
306,2020,11,20,348,320,28,2
307,2020,11,21,386,361,25,2
308,2020,11,22,330,302,28,2
309,2020,11,23,271,255,16,4
310,2020,11,24,349,318,31,1
311,2020,11,25,382,363,19,3
312,2020,11,26,581,552,29,2
313,2020,11,27,555,525,30,1
314,2020,11,28,503,486,17,6
315,2020,11,29,450,413,37,1
316,2020,11,30,438,414,24,2
317,2020,12,01,451,420,31,0
318,2020,12,02,511,492,19,0
319,2020,12,03,540,516,24,3
320,2020,12,04,628,600,28,7
321,2020,12,05,577,559,18,3
322,2020,12,06,631,599,32,5
323,2020,12,07,615,580,35,4
324,2020,12,08,587,561,26,3
325,2020,12,09,670,646,24,4
326,2020,12,10,679,642,37,8
327,2020,12,11,689,673,16,8
328,2020,12,12,950,928,22,6
329,2020,12,13,1030,1000,30,2
330,2020,12,14,718,682,36,7
331,2020,12,15,879,847,32,13
332,2020,12,16,1078,1054,24,12
333,2020,12,17,1013,993,20,22
334,2020,12,18,1064,1038,26,11
335,2020,12,19,1045,1024,21,14
336,2020,12,20,1096,1071,25,15
337,2020,12,21,924,891,33,24
338,2020,12,22,866,821,45,23
339,2020,12,23,1090,1058,32,17
340,2020,12,24,985,955,30,17
341,2020,12,25,1240,1215,25,17
342,2020,12,26,1131,1103,28,20
343,2020,12,27,970,946,24,15
344,2020,12,28,806,786,20,11
345,2020,12,29,1043,1027,16,40
346,2020,12,30,1050,1025,25,20
347,2020,12,31,967,940,27,21
348,2021,01,01,1027,1002,25,17
349,2021,01,02,820,784,36,25
350,2021,01,03,657,641,16,20
351,2021,01,04,1020,986,34,19
352,2021,01,05,714,672,42,26
353,2021,01,06,838,807,31,20
354,2021,01,07,869,832,37,19
355,2021,01,08,674,632,42,34
356,2021,01,09,641,596,45,19
357,2021,01,10,657,623,34,25
358,2021,01,11,451,419,32,15
359,2021,01,12,537,510,27,25
360,2021,01,13,561,535,26,20
361,2021,01,14,524,496,28,10
362,2021,01,15,512,483,29,21
363,2021,01,16,580,547,33,19
364,2021,01,17,520,500,20,13
365,2021,01,18,389,366,23,15
366,2021,01,19,386,351,35,19
367,2021,01,20,404,373,31,17
368,2021,01,21,400,381,19,16
369,2021,01,22,346,314,32,12
370,2021,01,23,431,403,28,9
371,2021,01,24,392,369,23,12
372,2021,01,25,437,405,32,11
373,2021,01,26,349,333,16,11
374,2021,01,27,559,516,43,7
375,2021,01,28,497,479,18,8
376,2021,01,29,469,445,24,13
377,2021,01,30,456,421,35,15
378,2021,01,31,353,322,31,6
379,2021,02,01,305,285,20,5
380,2021,02,02,336,295,41,10
381,2021,02,03,467,433,34,6
382,2021,02,04,451,429,22,7
383,2021,02,05,370,350,20,11
384,2021,02,06,390,362,28,5
385,2021,02,07,371,325,46,7
386,2021,02,08,288,264,24,3
387,2021,02,09,303,273,30,8
388,2021,02,10,444,414,30,4
389,2021,02,11,504,467,37,10
390,2021,02,12,403,384,19,11
391,2021,02,13,362,345,17,6
392,2021,02,14,326,304,22,8
393,2021,02,15,343,322,21,5
394,2021,02,16,457,429,28,7
395,2021,02,17,621,590,31,4
396,2021,02,18,621,590,31,6
397,2021,02,19,561,533,28,6
398,2021,02,20,447,415,32,3
399,2021,02,21,416,391,25,4
400,2021,02,22,332,313,19,5
401,2021,02,23,356,329,27,11
402,2021,02,24,440,417,23,3
403,2021,02,25,395,368,27,5
404,2021,02,26,387,363,24,4
405,2021,02,27,415,405,10,10
406,2021,02,28,355,333,22,8
407,2021,03,01,355,338,17,2
408,2021,03,02,344,319,25,1
409,2021,03,03,444,426,18,6
410,2021,03,04,424,401,23,7
411,2021,03,05,398,381,17,8
412,2021,03,06,418,404,14,5
413,2021,03,07,416,398,18,2
414,2021,03,08,346,335,11,8
415,2021,03,09,446,427,19,3
416,2021,03,10,470,452,18,3
417,2021,03,11,465,444,21,4
418,2021,03,12,488,467,21,9
419,2021,03,13,490,474,16,5
420,2021,03,14,459,436,23,2
421,2021,03,15,379,367,12,5
422,2021,03,16,363,345,18,3
423,2021,03,17,469,452,17,8
424,2021,03,18,445,427,18,2
425,2021,03,19,463,441,22,2
426,2021,03,20,447,435,12,3
427,2021,03,21,456,437,19,3
428,2021,03,22,415,396,19,1
429,2021,03,23,346,331,15,7
430,2021,03,24,428,411,17,3
431,2021,03,25,430,419,11,2
432,2021,03,26,489,466,23,7
433,2021,03,27,505,490,15,5
434,2021,03,28,481,461,20,0
435,2021,03,29,382,369,13,4
436,2021,03,30,447,429,18,3
437,2021,03,31,506,491,15,2
438,2021,04,01,551,537,14,4
439,2021,04,02,557,532,25,2
440,2021,04,03,542,520,22,2
441,2021,04,04,543,514,29,4
442,2021,04,05,473,449,24,4
443,2021,04,06,477,459,18,4
444,2021,04,07,668,653,15,4
445,2021,04,08,700,674,26,1
446,2021,04,09,671,644,27,6
447,2021,04,10,677,662,15,1
448,2021,04,11,614,594,20,3
449,2021,04,12,587,560,27,2
450,2021,04,13,542,528,14,5
451,2021,04,14,731,714,17,6
452,2021,04,15,698,670,28,6
453,2021,04,16,673,652,21,2
454,2021,04,17,658,630,28,4
455,2021,04,18,671,648,23,3
456,2021,04,19,532,512,20,4
457,2021,04,20,549,529,20,1
458,2021,04,21,731,692,39,3
459,2021,04,22,735,715,20,2
460,2021,04,23,797,758,39,3
461,2021,04,24,785,759,26,1
462,2021,04,25,644,603,41,1
463,2021,04,26,499,469,30,4
464,2021,04,27,512,477,35,3
465,2021,04,28,769,748,21,1
466,2021,04,29,679,648,31,4
467,2021,04,30,661,642,19,3
468,2021,05,01,626,592,34,3
469,2021,05,02,606,585,21,2
470,2021,05,03,487,464,23,1
471,2021,05,04,541,514,27,6
472,2021,05,05,676,651,25,7
473,2021,05,06,574,562,12,4
474,2021,05,07,525,509,16,9
475,2021,05,08,701,672,29,5
476,2021,05,09,564,522,42,9
477,2021,05,10,463,436,27,1
478,2021,05,11,510,483,27,4
479,2021,05,12,634,612,22,5
480,2021,05,13,715,692,23,5
481,2021,05,14,747,729,18,2
482,2021,05,15,681,661,20,3
483,2021,05,16,610,572,38,4
484,2021,05,17,619,597,22,3
485,2021,05,18,528,506,22,1
486,2021,05,19,654,637,17,8
487,2021,05,20,646,619,27,4
488,2021,05,21,561,542,19,6
489,2021,05,22,666,633,33,4
490,2021,05,23,585,570,15,5
491,2021,05,24,530,505,25,3
492,2021,05,25,516,481,35,4
493,2021,05,26,705,684,21,2
494,2021,05,27,629,620,9,3
495,2021,05,28,587,571,16,3
496,2021,05,29,533,505,28,5
497,2021,05,30,480,464,16,6
498,2021,05,31,430,411,19,2
499,2021,06,01,459,449,10,4
500,2021,06,02,677,654,23,2
501,2021,06,03,681,672,9,3
502,2021,06,04,695,674,21,1
503,2021,06,05,744,725,19,2
504,2021,06,06,556,541,15,2
505,2021,06,07,485,454,31,1
506,2021,06,08,454,435,19,1
507,2021,06,09,602,581,21,2
508,2021,06,10,610,593,17,1
509,2021,06,11,556,541,15,2
510,2021,06,12,565,525,40,1
511,2021,06,13,452,419,33,3
512,2021,06,14,399,360,39,3
513,2021,06,15,373,347,26,4
514,2021,06,16,545,522,23,1
515,2021,06,17,540,523,17,1
516,2021,06,18,507,485,22,2
517,2021,06,19,482,456,26,1
518,2021,06,20,429,380,49,5
519,2021,06,21,357,317,40,2
520,2021,06,22,394,350,44,2
521,2021,06,23,645,605,40,1
522,2021,06,24,610,576,34,1
523,2021,06,25,634,602,32,1
524,2021,06,26,668,611,57,3
525,2021,06,27,614,570,44,1
526,2021,06,28,501,472,29,2
527,2021,06,29,595,560,35,2
528,2021,06,30,794,759,35,1
529,2021,07,01,761,711,50,3
530,2021,07,02,825,765,60,3
531,2021,07,03,794,748,46,1
532,2021,07,04,743,662,81,1
533,2021,07,05,711,644,67,2
534,2021,07,06,746,690,56,4
535,2021,07,07,1211,1166,45,1
536,2021,07,08,1275,1227,48,1
537,2021,07,09,1316,1236,80,2
538,2021,07,10,1378,1320,58,2
539,2021,07,11,1324,1280,44,5
540,2021,07,12,1100,1063,37,1
541,2021,07,13,1150,1097,53,2
542,2021,07,14,1613,1566,47,1
543,2021,07,15,1599,1554,45,2
544,2021,07,16,1534,1474,60,1
545,2021,07,17,1449,1400,49,4
546,2021,07,18,1453,1402,51,2
547,2021,07,19,1251,1207,44,1
548,2021,07,20,1278,1242,36,1
549,2021,07,21,1781,1725,56,1
550,2021,07,22,1841,1532,309,3
551,2021,07,23,1629,1573,56,3
552,2021,07,24,1627,1572,55,2
553,2021,07,25,1487,1422,65,5
554,2021,07,26,1318,1264,54,4
555,2021,07,27,1362,1273,89,2
556,2021,07,28,1895,1822,73,4
557,2021,07,29,1673,1631,42,2
558,2021,07,30,1710,1662,48,4
559,2021,07,31,1538,1465,73,6
560,2021,08,01,1442,1386,56,3
561,2021,08,02,1218,1150,68,1
562,2021,08,03,1200,1150,50,5
563,2021,08,04,1725,1664,61,2
564,2021,08,05,1775,1716,59,3
565,2021,08,06,1704,1640,64,4
566,2021,08,07,1823,1762,61,3
567,2021,08,08,1727,1668,59,5
568,2021,08,09,1489,1453,36,4
569,2021,08,10,1537,1474,63,9
570,2021,08,11,2221,2144,77,1
571,2021,08,12,1987,1947,40,3
572,2021,08,13,1989,1913,76,6
573,2021,08,14,1928,1858,70,4
574,2021,08,15,1816,1748,68,7
575,2021,08,16,1554,1491,63,11
576,2021,08,17,1372,1322,50,6
577,2021,08,18,1803,1766,37,5
578,2021,08,19,2152,2114,38,13
579,2021,08,20,2049,1999,50,6
580,2021,08,21,1876,1811,65,5
581,2021,08,22,1626,1588,38,13
582,2021,08,23,1417,1370,47,7
583,2021,08,24,1507,1469,38,6
584,2021,08,25,2154,2113,41,9
585,2021,08,26,1881,1828,53,20
586,2021,08,27,1837,1809,28,8
587,2021,08,28,1791,1736,55,11
588,2021,08,29,1619,1576,43,3
589,2021,08,30,1485,1424,61,5
590,2021,08,31,1369,1331,38,1
591,2021,09,01,2024,1991,33,7
592,2021,09,02,1959,1925,34,11
593,2021,09,03,1708,1674,34,4
594,2021,09,04,1803,1775,28,6
595,2021,09,05,1490,1461,29,6
596,2021,09,06,1375,1351,24,6
597,2021,09,07,1597,1563,34,3
598,2021,09,08,2047,2011,36,4
599,2021,09,09,2048,2018,30,9
600,2021,09,10,1892,1857,35,5
601,2021,09,11,1864,1815,49,10
602,2021,09,12,1755,1725,30,1
603,2021,09,13,1433,1409,24,1
604,2021,09,14,1495,1461,34,7
605,2021,09,15,2077,2054,23,12
606,2021,09,16,1941,1919,22,6
607,2021,09,17,2007,1972,35,3
608,2021,09,18,2087,2047,40,5
609,2021,09,19,1909,1870,39,10
610,2021,09,20,1603,1575,28,5
611,2021,09,21,1729,1697,32,4
612,2021,09,22,1720,1703,17,6
613,2021,09,23,1715,1697,18,8
614,2021,09,24,2429,2411,18,6
615,2021,09,25,3268,3240,28,7
616,2021,09,26,2767,2733,34,9
617,2021,09,27,2380,2353,27,6
618,2021,09,28,2287,2268,19,8
619,2021,09,29,2881,2855,26,10
620,2021,09,30,2560,2535,25,7
621,2021,10,01,2483,2449,34,16
622,2021,10,02,2247,2220,27,7
623,2021,10,03,2084,2056,28,3
624,2021,10,04,1670,1650,20,6
625,2021,10,05,1574,1555,19,11
626,2021,10,06,2027,2001,26,12
627,2021,10,07,2424,2397,27,8
628,2021,10,08,2171,2140,31,10
629,2021,10,09,1952,1923,29,6
630,2021,10,10,1593,1559,34,15
631,2021,10,11,1297,1284,13,8
632,2021,10,12,1346,1333,13,11
633,2021,10,13,1581,1568,13,11
634,2021,10,14,1938,1923,15,12
635,2021,10,15,1683,1669,14,8
636,2021,10,16,1616,1592,24,18
637,2021,10,17,1420,1403,17,16
638,2021,10,18,1049,1030,19,8
639,2021,10,19,1073,1048,25,21
640,2021,10,20,1571,1556,15,9
641,2021,10,21,1441,1430,11,11
642,2021,10,22,1437,1417,20,16
643,2021,10,23,1507,1486,21,19
644,2021,10,24,1421,1393,28,20
645,2021,10,25,1190,1167,23,7
646,2021,10,26,1265,1245,20,15
647,2021,10,27,1952,1931,21,9
648,2021,10,28,2110,2094,16,11
649,2021,10,29,2122,2092,30,8
650,2021,10,30,2102,2087,15,13
651,2021,10,31,2061,2052,9,19
652,2021,11,01,1684,1664,20,9
653,2021,11,02,1588,1577,11,16
654,2021,11,03,2665,2638,27,18
655,2021,11,04,2482,2457,25,24
656,2021,11,05,2342,2322,20,20
657,2021,11,06,2246,2217,29,20
658,2021,11,07,2224,2204,20,11
659,2021,11,08,1758,1731,27,13
660,2021,11,09,1714,1697,17,18
661,2021,11,10,2424,2408,16,13
662,2021,11,11,2519,2493,26,21
663,2021,11,12,2368,2358,10,18
664,2021,11,13,2324,2310,14,32
665,2021,11,14,2417,2399,18,20
666,2021,11,15,2003,1983,20,12
667,2021,11,16,2124,2109,15,22
668,2021,11,17,3183,3160,23,20
669,2021,11,18,3291,3271,20,29
670,2021,11,19,3032,3009,23,28
671,2021,11,20,3203,3186,17,29
672,2021,11,21,3118,3094,24,30
673,2021,11,22,2826,2806,20,24
674,2021,11,23,2696,2682,14,30
675,2021,11,24,4114,4086,28,34
676,2021,11,25,3934,3913,21,39
677,2021,11,26,3894,3876,18,39
678,2021,11,27,4064,4041,23,52
679,2021,11,28,3924,3889,35,56
680,2021,11,29,3307,3284,23,32
681,2021,11,30,3031,3002,29,44
682,2021,12,01,5119,5071,48,33
683,2021,12,02,5261,5237,24,48
684,2021,12,03,4942,4921,21,32
685,2021,12,04,5349,5324,25,70
686,2021,12,05,5123,5100,23,43
687,2021,12,06,4323,4294,29,41
688,2021,12,07,4948,4918,30,64
689,2021,12,08,7172,7139,33,63
690,2021,12,09,7100,7080,20,56
691,2021,12,10,7015,6976,39,53
692,2021,12,11,6970,6944,26,80
693,2021,12,12,6680,6652,28,42
694,2021,12,13,5816,5781,35,40
695,2021,12,14,5564,5522,42,94
696,2021,12,15,7840,7817,23,67
697,2021,12,16,7614,7583,31,62
698,2021,12,17,7431,7395,36,72
699,2021,12,18,7307,7278,29,53
700,2021,12,19,6231,6168,63,76
701,2021,12,20,5313,5253,60,53
702,2021,12,21,5191,5133,58,52
703,2021,12,22,7447,7356,91,78
704,2021,12,23,6910,6849,61,108
705,2021,12,24,6229,6159,70,56
706,2021,12,25,5836,5762,74,101
707,2021,12,26,5413,5333,80,68
708,2021,12,27,4203,4120,83,55
709,2021,12,28,3863,3775,88,46
710,2021,12,29,5401,5276,125,36
711,2021,12,30,5032,4928,104,72
712,2021,12,31,4871,4754,117,108
713,2022,01,01,4411,4306,105,62
714,2022,01,02,3825,3676,149,69
715,2022,01,03,3124,2989,135,36
716,2022,01,04,3019,2886,133,50
717,2022,01,05,4441,4231,210,57
718,2022,01,06,4118,3927,191,48
719,2022,01,07,3706,3521,185,45
720,2022,01,08,3502,3292,210,54
721,2022,01,09,3364,3131,233,51
722,2022,01,10,3003,2765,238,34
